state,Biden,Bloomberg,County,Rpt.,Sanders,Town,Warren
OK,2240,743,Payne,100%,1786,,1215
OK,2168,1069,Rogers,100%,1361,,739
OK,2461,1126,Muskogee,100%,1104,,540
OK,1997,895,Wagoner,100%,1161,,524
OK,1885,786,Pottawatomie,77%,1021,,607
OK,1737,890,Creek,100%,981,,499
OK,1469,657,Cherokee,100%,1188,,446
OK,1817,704,Osage,100%,821,,409
OK,1341,596,Pittsburg,100%,699,,355
OK,1385,519,Washington,100%,711,,415
OK,1229,474,Grady,100%,625,,423
OK,1155,590,Mayes,100%,576,,338
OK,1168,433,LeFlore,100%,559,,260
OK,1254,648,Okmulgee,92%,506,,233
OK,1215,505,Garfield,100%,638,,385
OK,1230,389,Logan,100%,644,,405
OK,1113,381,Pontotoc,100%,734,,301
OK,1161,499,Carter,100%,506,,241
OK,1048,404,McClain,100%,533,,366
OK,1023,455,Sequoyah,100%,431,,211
OK,1071,392,Kay,100%,504,,321
OK,1110,492,Delaware,100%,377,,209
OK,901,389,Bryan,100%,554,,233
OK,977,353,Stephens,100%,430,,256
OK,842,378,Lincoln,100%,401,,263
OK,777,367,Caddo,100%,434,,202
OK,944,276,Ottawa,100%,411,,180
OK,696,357,McIntosh,100%,308,,176
OK,635,292,Garvin,100%,289,,198
OK,685,275,Seminole,100%,310,,183
OK,657,192,McCurtain,100%,281,,141
OK,571,236,Custer,100%,392,,207
OK,458,202,Craig,100%,208,,131
OK,419,222,Pawnee,100%,240,,130
OK,439,173,Murray,100%,181,,102
OK,422,181,Adair,100%,233,,99
OK,361,200,Hughes,100%,159,,122
OK,315,144,Beckham,100%,163,,115
OK,354,157,Haskell,100%,133,,65
OK,332,184,Marshall,100%,141,,85
OK,305,142,Latimer,100%,133,,84
OK,323,129,Choctaw,100%,148,,82
OK,395,106,Jackson,100%,176,,71
OK,271,148,Atoka,100%,117,,70
OK,253,145,Pushmataha,100%,119,,87
OK,277,140,Okfuskee,100%,120,,93
OK,269,115,Woodward,100%,164,,110
OK,246,136,Noble,100%,131,,105
OK,265,124,Johnston,100%,113,,70
OK,213,110,Washita,100%,120,,85
OK,218,137,Nowata,100%,104,,93
OK,206,121,Kingfisher,100%,129,,86
OK,209,103,Love,100%,112,,58
OK,222,116,Blaine,100%,98,,63
OK,247,118,Kiowa,100%,73,,64
OK,145,53,Texas,100%,89,,55
OK,142,77,Woods,100%,72,,66
OK,179,71,Tillman,67%,55,,30
OK,137,67,Coal,100%,72,,37
OK,147,64,Jefferson,100%,45,,44
OK,129,52,Greer,100%,72,,47
OK,128,75,Cotton,100%,49,,38
OK,89,50,Dewey,100%,32,,41
OK,94,45,Major,100%,35,,28
OK,77,31,Roger Mills,100%,36,,35
OK,98,34,Grant,100%,37,,28
OK,73,46,Alfalfa,100%,31,,24
OK,55,31,Ellis,100%,23,,34
OK,60,29,Harmon,100%,25,,12
OK,57,25,Harper,100%,20,,21
OK,42,25,Beaver,100%,13,,12
OK,20,16,Cimarron,100%,8,,5
TN,50273,18183,Shelby,100%,20482,,8461
TN,32798,12138,Davidson,100%,25546,,14727
TN,14877,6509,Knox,100%,14716,,6239
TN,16286,5554,Hamilton,100%,9423,,3636
TN,10433,3930,Williamson,100%,4670,,2880
TN,9102,2832,Rutherford,100%,7800,,2515
TN,5350,1711,Montgomery,100%,3402,,1024
TN,4996,1708,Sumner,100%,2874,,1201
TN,3403,1582,Wilson,100%,1882,,907
TN,2828,1039,Washington,100%,3094,,934
TN,3168,1295,Blount,100%,2238,,865
TN,3146,1014,Sullivan,100%,2251,,660
TN,4061,1003,Madison,100%,1121,,416
TN,2221,886,Anderson,100%,1699,,702
TN,2363,763,Maury,100%,1343,,433
TN,1762,706,Bradley,100%,1239,,360
TN,1359,631,Putnam,100%,1509,,422
TN,1536,588,Sevier,100%,1148,,309
TN,1621,652,Robertson,100%,859,,298
TN,1288,746,Loudon,100%,637,,244
TN,1423,643,Cumberland,100%,614,,258
TN,1297,557,Roane,100%,743,,244
TN,1195,462,Dickson,100%,703,,262
TN,1124,473,Coffee,100%,671,,196
TN,1225,435,Franklin,100%,587,,326
TN,1534,482,Fayette,100%,427,,119
TN,1116,372,Greene,100%,697,,241
TN,880,494,Cheatham,100%,759,,304
TN,1027,441,Marion,100%,419,,158
TN,1144,460,Tipton,100%,517,,174
TN,994,345,Hamblen,100%,676,,144
TN,823,344,Carter,100%,766,,219
TN,1272,292,Gibson,100%,356,,82
TN,952,360,McMinn,100%,453,,159
TN,817,412,Warren,100%,506,,157
TN,862,352,Jefferson,100%,545,,186
TN,863,386,Monroe,100%,403,,104
TN,865,281,Hawkins,100%,481,,104
TN,798,284,Bedford,100%,446,,130
TN,1103,342,Hardeman,100%,202,,44
TN,768,361,Henry,100%,329,,111
TN,803,272,Lawrence,100%,379,,89
TN,672,255,Marshall,100%,379,,122
TN,848,363,Haywood,100%,152,,42
TN,729,250,Giles,100%,287,,77
TN,624,192,Weakley,100%,323,,138
TN,648,227,Lincoln,100%,287,,112
TN,727,245,Lauderdale,100%,223,,36
TN,647,259,Dyer,100%,231,,65
TN,512,248,Overton,100%,281,,61
TN,541,210,Rhea,100%,266,,72
TN,445,209,Cocke,100%,324,,74
TN,481,205,White,100%,274,,67
TN,525,205,Campbell,100%,255,,83
TN,391,291,Smith,100%,239,,73
TN,580,145,Obion,100%,202,,54
TN,455,220,Humphreys,100%,239,,56
TN,467,176,Polk,100%,222,,47
TN,548,162,Carroll,100%,220,,49
TN,444,166,Claiborne,100%,272,,67
TN,417,170,Hickman,100%,257,,84
TN,447,165,DeKalb,100%,203,,74
TN,573,139,McNairy,100%,153,,34
TN,520,107,Hardin,100%,153,,45
TN,402,129,Benton,100%,160,,41
TN,265,117,Unicoi,100%,283,,56
TN,395,79,Henderson,100%,157,,27
TN,281,105,Cannon,100%,182,,55
TN,279,133,Stewart,100%,148,,43
TN,270,131,Sequatchie,100%,161,,50
TN,268,117,Grainger,100%,156,,48
TN,236,124,Morgan,100%,165,,56
TN,265,126,Grundy,100%,116,,55
TN,288,103,Union,100%,159,,25
TN,224,89,Johnson,100%,177,,46
TN,296,64,Chester,100%,139,,53
TN,311,85,Bledsoe,100%,102,,27
TN,348,74,Crockett,100%,83,,17
TN,209,128,Macon,100%,161,,26
TN,226,105,Fentress,100%,130,,50
TN,258,101,Meigs,100%,101,,25
TN,234,76,Jackson,100%,139,,33
TN,169,83,Lewis,100%,192,,43
TN,231,91,Decatur,100%,89,,19
TN,182,111,Trousdale,100%,81,,21
TN,192,61,Scott,100%,108,,25
TN,197,60,Houston,100%,82,,28
TN,149,65,Clay,100%,77,,16
TN,155,62,Wayne,100%,58,,22
TN,132,69,Van Buren,100%,58,,24
TN,135,55,Perry,100%,75,,16
TN,138,60,Moore,100%,51,,24
TN,132,66,Pickett,100%,48,,12
TN,133,39,Lake,100%,51,,8
TN,68,27,Hancock,100%,38,,3
TX,121211,47200,Harris,100%,91900,,35761
TX,93426,31419,Dallas,100%,62611,,22913
TX,52731,18595,Travis,100%,83803,,49734
TX,48923,26031,Bexar,100%,56763,,21046
TX,58320,18769,Tarrant,100%,47059,,14929
TX,29960,11229,Collin,100%,25548,,9585
TX,29189,10459,Fort Bend,100%,18285,,6060
TX,19237,13994,El Paso,100%,24738,,4165
TX,21936,8126,Denton,100%,22238,,8343
TX,18097,6811,Williamson,100%,19272,,10285
TX,15744,15682,Hidalgo,100%,16560,,3840
TX,7508,6355,Cameron,100%,10470,,1947
TX,5372,5903,Webb,100%,9446,,1486
TX,9932,3734,Montgomery,100%,6458,,2830
TX,7028,2119,Hays,100%,9772,,3852
TX,8559,4250,Nueces,100%,5655,,1989
TX,9120,2911,Galveston,100%,5418,,2425
TX,8839,3119,Brazoria,100%,5840,,2159
TX,9768,3777,Jefferson,100%,3974,,1077
TX,7793,2434,Bell,100%,4774,,1693
TX,4457,1796,Lubbock,100%,4566,,1769
TX,4090,998,Brazos,100%,4740,,1976
TX,5359,1677,McLennan,100%,3079,,1652
TX,5338,1818,Smith,100%,2615,,813
TX,3799,1397,Guadalupe,<1%,2833,,1085
TX,3620,1393,Comal,100%,2411,,1296
TX,4456,1393,Ellis,100%,2382,,745
TX,1150,1419,Maverick,100%,2704,,425
TX,1048,1257,Starr,100%,3159,,326
TX,2365,1000,Bastrop,100%,2274,,998
TX,2317,934,Johnson,100%,1775,,574
TX,2365,1015,Grayson,100%,1542,,510
TX,2393,785,Rockwall,100%,1501,,618
TX,2341,814,Kaufman,100%,1482,,431
TX,2856,785,Gregg,100%,1089,,343
TX,2045,801,Parker,100%,1344,,540
TX,1925,377,Taylor,100%,1380,,599
TX,1026,1351,Zavala,100%,1329,,136
TX,1581,623,Randall,100%,1407,,575
TX,1617,1018,Jim Wells,100%,1043,,267
TX,1689,600,Wichita,100%,1289,,434
TX,1747,555,Tom Green,100%,1292,,414
TX,1810,645,San Patricio,100%,1071,,329
TX,1759,458,Victoria,100%,970,,357
TX,660,907,Dimmit,100%,1159,,145
TX,1495,594,Midland,100%,991,,421
TX,2066,487,Bowie,100%,700,,215
TX,1226,738,Hood,100%,711,,314
TX,1206,517,Potter,100%,1052,,305
TX,1172,570,Ector,100%,1017,,344
TX,1365,403,Nacogdoches,100%,982,,403
TX,1657,608,Harrison,100%,615,,202
TX,1281,467,Hunt,100%,1015,,266
TX,1632,465,Angelina,100%,648,,213
TX,826,672,Val Verde,100%,850,,237
TX,822,677,Zapata,100%,813,,134
TX,1378,529,Henderson,100%,589,,221
TX,680,680,Willacy,100%,900,,131
TX,978,431,Caldwell,100%,955,,320
TX,1049,452,Kerr,100%,627,,349
TX,800,585,Atascosa,100%,736,,207
TX,1159,346,Walker,100%,688,,269
TX,1148,487,Orange,100%,573,,184
TX,1004,341,Waller,100%,863,,194
TX,1021,429,Burnet,100%,575,,287
TX,918,432,Kendall,100%,548,,306
TX,515,540,Frio,100%,695,,153
TX,626,591,Uvalde,100%,632,,115
TX,946,451,Kleberg,100%,626,,162
TX,977,335,Coryell,100%,698,,215
TX,847,428,Wilson,100%,587,,225
TX,511,505,Duval,100%,820,,109
TX,874,300,Medina,100%,558,,229
TX,870,388,Van Zandt,100%,451,,141
TX,889,341,Navarro,100%,422,,112
TX,862,302,Lamar,100%,389,,137
TX,1016,326,Rusk,100%,282,,93
TX,641,333,Wise,100%,486,,155
TX,787,321,Liberty,100%,468,,120
TX,836,268,Cherokee,100%,297,,108
TX,670,278,Washington,100%,322,,137
TX,616,258,Gillespie,100%,300,,200
TX,559,306,Polk,100%,325,,173
TX,753,295,Anderson,100%,333,,69
TX,289,424,Brooks,100%,522,,65
TX,606,299,Wharton,100%,360,,80
TX,751,217,Wood,100%,256,,122
TX,328,345,Reeves,100%,310,,80
TX,688,222,Hardin,100%,282,,88
TX,676,217,Matagorda,100%,295,,89
TX,705,180,Upshur,100%,254,,70
TX,343,156,Brewster,100%,410,,245
TX,524,243,Llano,100%,243,,120
TX,667,262,Jasper,100%,217,,61
TX,556,248,Hill,100%,284,,88
TX,500,183,Chambers,100%,337,,95
TX,288,299,Jim Hogg,100%,343,,60
TX,529,235,Fayette,100%,228,,117
TX,262,248,La Salle,100%,291,,91
TX,498,230,Cooke,100%,308,,94
TX,562,203,Hopkins,100%,269,,93
TX,502,176,Aransas,100%,222,,128
TX,620,150,Cass,100%,202,,48
TX,443,170,Bandera,100%,281,,123
TX,375,154,Erath,100%,325,,142
TX,503,177,Grimes,100%,246,,90
TX,490,173,Bee,100%,238,,81
TX,428,178,Milam,100%,270,,84
TX,375,142,Blanco,100%,240,,164
TX,460,205,Austin,100%,214,,54
TX,173,132,Presidio,100%,415,,103
TX,411,180,Fannin,100%,188,,79
TX,427,159,Calhoun,100%,191,,71
TX,427,142,Colorado,100%,167,,57
TX,432,165,Titus,100%,204,,46
TX,475,158,Robertson,100%,158,,41
TX,359,130,Lampasas,100%,181,,115
TX,342,170,Palo Pinto,100%,204,,59
TX,222,219,Pecos,100%,218,,60
TX,456,125,San Jacinto,100%,169,,57
TX,416,113,Houston,100%,146,,46
TX,493,117,Panola,100%,129,,48
TX,297,172,Howard,100%,166,,71
TX,412,132,Morris,100%,135,,44
TX,353,153,Limestone,100%,163,,41
TX,366,69,Brown,100%,183,,66
TX,378,149,Burleson,100%,122,,44
TX,349,156,Falls,100%,139,,43
TX,293,114,Bosque,100%,172,,69
TX,332,113,Lee,100%,152,,55
TX,329,106,Freestone,100%,167,,38
TX,350,114,Camp,100%,120,,31
TX,242,111,Hale,100%,169,,47
TX,239,135,Gonzales,100%,129,,40
TX,300,131,Tyler,100%,103,,42
TX,371,82,Marion,100%,106,,32
TX,209,126,Karnes,100%,147,,31
TX,128,137,Culberson,100%,188,,21
TX,234,96,La Vaca,100%,103,,55
TX,272,83,Red River,100%,114,,26
TX,235,89,De Witt,100%,108,,39
TX,212,77,Montague,100%,112,,33
TX,274,91,San Augustine,100%,67,,19
TX,261,72,Shelby,100%,80,,19
TX,158,127,Refugio,100%,67,,25
TX,65,58,Trinity,100%,46,,16
TX,243,69,Leon,100%,67,,23
TX,182,61,Young,100%,81,,38
TX,176,80,Rains,100%,69,,26
TX,145,84,Comanche,100%,102,,26
TX,112,111,Ward,100%,98,,24
TX,152,50,Eastland,100%,124,,28
TX,160,72,Hockley,100%,110,,30
TX,170,45,Nolan,100%,107,,34
TX,187,66,Goliad,100%,63,,26
TX,187,69,Franklin,100%,57,,22
TX,192,54,Jackson,100%,60,,23
TX,133,84,Deaf Smith,100%,85,,24
TX,118,72,Mason,100%,53,,22
TX,196,67,Newton,100%,61,,11
TX,129,75,Hutchinson,100%,89,,30
TX,92,52,Hudspeth,100%,88,,12
TX,155,43,Jones,100%,83,,29
TX,101,89,Dawson,100%,71,,19
TX,167,64,Sabine,100%,46,,21
TX,119,35,Jeff Davis,100%,80,,58
TX,164,57,Live Oak,100%,48,,18
TX,94,56,Somervell,100%,93,,36
TX,84,42,Crockett,100%,77,,26
TX,159,32,Madison,100%,76,,20
TX,117,69,Lamb,100%,75,,13
TX,119,38,Moore,100%,77,,20
TX,120,45,Wilbarger,100%,59,,18
TX,117,38,Gray,100%,79,,20
TX,133,34,Clay,100%,43,,29
TX,98,31,Scurry,100%,77,,23
TX,119,14,Callahan,100%,74,,20
TX,118,41,Hamilton,100%,42,,23
TX,75,60,Terry,100%,63,,16
TX,81,33,Andrews,100%,84,,22
TX,92,38,Archer,100%,36,,21
TX,94,50,Swisher,100%,23,,20
TX,83,33,Crosby,100%,55,,9
TX,71,31,Gaines,100%,46,,14
TX,79,35,Jack,100%,33,,11
TX,104,15,Haskell,100%,20,,12
TX,36,28,Terrell,100%,23,,11
TX,51,60,Castro,100%,32,,10
TX,76,18,Runnels,100%,28,,14
TX,70,16,Coleman,100%,36,,15
TX,81,18,Fisher,100%,29,,10
TX,69,27,McCulloch,100%,31,,15
TX,72,23,Delta,100%,33,,8
TX,4,3,Kinney,100%,3,,4
TX,69,18,Stephens,100%,24,,15
TX,49,19,San Saba,100%,24,,25
TX,47,15,Real,100%,39,,15
TX,69,21,Mitchell,100%,25,,5
TX,66,18,Carson,100%,25,,14
TX,59,19,Hardeman,100%,20,,3
TX,52,15,Childress,100%,32,,11
TX,45,21,Schleicher,100%,29,,11
TX,47,15,Bailey,100%,34,,11
TX,30,23,Kenedy,100%,22,,7
TX,48,19,Parmer,100%,31,,8
TX,53,17,Floyd,100%,22,,7
TX,41,14,Kimble,100%,27,,10
TX,30,19,Mills,100%,32,,8
TX,40,20,Garza,100%,21,,8
TX,19,23,Upton,100%,28,,13
TX,40,13,Winkler,100%,17,,12
TX,33,16,Yoakum,100%,30,,4
TX,41,20,Hall,100%,18,,0
TX,32,14,Ochiltree,100%,21,,9
TX,28,11,Sutton,100%,20,,11
TX,24,12,Crane,100%,25,,4
TX,39,14,Hemphill,100%,8,,6
TX,48,5,Knox,100%,13,,6
TX,35,14,Stonewall,100%,6,,9
TX,36,17,Lynn,100%,14,,2
TX,26,14,Coke,100%,12,,5
TX,36,12,Hartley,100%,11,,7
TX,20,9,Dallam,100%,26,,3
TX,31,13,Wheeler,100%,14,,3
TX,20,6,Lipscomb,100%,16,,12
TX,27,19,Baylor,100%,5,,6
TX,27,10,Concho,100%,19,,7
TX,22,15,Collingsworth,100%,11,,8
TX,20,8,Cottle,100%,18,,6
TX,26,7,Menard,100%,18,,7
TX,22,12,Donley,100%,14,,5
TX,15,18,Dickens,100%,8,,10
TX,27,3,Shackelford,100%,13,,2
TX,21,6,Irion,100%,16,,5
TX,16,4,Martin,100%,20,,3
TX,14,14,Kent,100%,4,,2
TX,18,5,Sherman,100%,10,,2
TX,16,8,Oldham,100%,9,,5
TX,3,4,Edwards,100%,11,,9
TX,9,5,Briscoe,100%,4,,7
TX,17,4,Cochran,100%,8,,3
TX,15,2,Foard,100%,7,,4
TX,11,4,Armstrong,100%,10,,0
TX,9,8,Reagan,100%,7,,0
TX,18,4,Throckmorton,100%,4,,0
TX,5,1,Sterling,100%,13,,2
TX,8,0,Hansford,100%,12,,0
TX,8,10,McMullen,100%,0,,0
TX,8,2,Motley,100%,2,,3
TX,3,4,Glasscock,100%,6,,0
TX,1,6,Roberts,100%,0,,1
TX,0,2,Loving,100%,4,,0
TX,2,2,Borden,100%,1,,0
TX,0,1,King,100%,1,,0
UT,17595,16849,Salt Lake,100%,39791,,17560
UT,3955,2630,Utah,<1%,7769,,3977
UT,3899,3567,Davis,100%,6557,,3080
UT,2603,2290,Weber,100%,4772,,1823
UT,2017,1729,Washington,100%,2141,,1051
UT,1546,1605,Summit,100%,1445,,960
UT,579,515,Tooele,100%,870,,323
UT,321,355,Cache,93%,880,,497
UT,455,452,Wasatch,100%,594,,260
UT,317,217,Iron,100%,443,,241
UT,208,144,Grand,100%,574,,285
UT,296,295,Box Elder,100%,355,,155
UT,347,247,Carbon,100%,246,,136
UT,143,122,Uintah,100%,186,,90
UT,131,143,San Juan,58%,312,,60
UT,86,84,Sanpete,100%,180,,78
UT,79,64,Kane,17%,135,,75
UT,82,83,Sevier,100%,82,,40
UT,80,62,Morgan,100%,80,,38
UT,72,54,Duchesne,100%,74,,43
UT,25,28,Garfield,100%,77,,55
UT,53,64,Juab,100%,51,,18
UT,54,59,Millard,100%,25,,21
UT,50,36,Emery,100%,43,,15
UT,22,27,Wayne,100%,43,,34
UT,39,43,Beaver,100%,28,,14
UT,20,7,Rich,100%,12,,4
UT,10,7,Daggett,100%,13,,4
UT,5,7,Piute,100%,5,,2
VA,121862,28191,Fairfax,100%,57085,,29633
VA,36209,8028,Loudoun,100%,18087,,7190
VA,37412,7019,Prince William,100%,18407,,5721
VA,33975,6682,Arlington,100%,13263,,14062
VA,37793,5908,Henrico,100%,14695,,6301
VA,33515,6463,Virginia Beach,100%,14610,,4468
VA,33401,4810,Chesterfield,100%,13416,,5585
VA,24355,3539,Richmond City,100%,18995,,7416
VA,20782,4243,Alexandria,100%,7586,,7628
VA,22053,2820,Chesapeake,100%,6908,,2363
VA,18856,3058,Norfolk,100%,8102,,2736
VA,12339,2752,Albemarle,100%,6315,,4737
VA,15602,2252,Newport News,100%,5279,,1638
VA,15737,1967,Hampton,100%,4338,,1297
VA,11611,2013,Stafford,100%,5087,,1724
VA,9243,1729,Spotsylvania,100%,4002,,1327
VA,9147,1986,James City,100%,2572,,1577
VA,10186,1431,Portsmouth,100%,2751,,745
VA,8323,1314,Hanover,100%,3489,,1643
VA,10023,1241,Suffolk,100%,2379,,735
VA,5560,866,Montgomery,100%,5092,,2392
VA,4417,874,Charlottesville,100%,4675,,3449
VA,6824,1161,Roanoke City,100%,3488,,1511
VA,6008,1147,Roanoke,100%,2725,,1141
VA,5637,1003,York,100%,2005,,933
VA,5141,1210,Fauquier,100%,2149,,924
VA,4414,892,Frederick,100%,2212,,805
VA,4836,773,Lynchburg,100%,1806,,785
VA,3401,445,Rockingham,100%,1924,,1022
VA,3565,718,Bedford,100%,1361,,558
VA,2090,248,Harrisonburg,100%,2590,,1386
VA,3072,517,Augusta,100%,1511,,622
VA,2674,666,Fairfax City,100%,1561,,783
VA,3879,462,Danville,100%,758,,170
VA,3929,438,Petersburg,100%,718,,190
VA,3482,481,Isle of Wight,100%,918,,287
VA,3471,416,Pittsylvania,100%,815,,187
VA,2642,543,Culpeper,100%,1203,,409
VA,2321,510,Manassas,100%,1438,,507
VA,2354,527,Falls Church,100%,881,,906
VA,2124,439,Fredericksburg,100%,1259,,641
VA,2538,476,Franklin,100%,913,,299
VA,2521,457,Louisa,100%,896,,385
VA,2222,479,Orange,100%,911,,379
VA,2509,480,Goochland,100%,692,,312
VA,1754,246,Staunton,100%,1189,,715
VA,2165,411,Gloucester,100%,912,,354
VA,2537,323,Caroline,100%,744,,222
VA,2697,298,Henry,100%,635,,143
VA,1991,357,Fluvanna,100%,818,,477
VA,2418,245,Prince George,100%,636,,169
VA,1434,281,Williamsburg,100%,1131,,625
VA,1666,320,Winchester,100%,977,,413
VA,2165,319,Campbell,100%,646,,228
VA,1703,312,Shenandoah,100%,880,,346
VA,1583,334,Warren,100%,900,,344
VA,2026,374,Accomack,100%,598,,173
VA,2366,235,Dinwiddie,100%,466,,93
VA,1812,322,Powhatan,100%,698,,272
VA,2111,292,Mecklenburg,100%,491,,173
VA,2324,226,Halifax,100%,465,,95
VA,1602,258,Washington,100%,820,,311
VA,1673,318,Botetourt,100%,693,,286
VA,1569,311,Rockbridge,100%,533,,320
VA,1320,203,Waynesboro,100%,778,,321
VA,1583,279,New Kent,100%,477,,211
VA,1451,263,King George,100%,565,,236
VA,1312,238,Salem,100%,689,,275
VA,1339,239,Nelson,100%,560,,303
VA,1521,161,Amherst,100%,431,,195
VA,1209,275,Clarke,100%,525,,249
VA,1220,245,Pulaski,100%,585,,192
VA,1453,189,Prince Edward,100%,350,,230
VA,1444,182,Hopewell,100%,350,,184
VA,1438,246,Westmoreland,100%,345,,105
VA,916,190,Greene,100%,526,,253
VA,1325,196,Southampton,100%,285,,73
VA,1212,253,Lancaster,100%,240,,98
VA,1366,173,Brunswick,100%,243,,50
VA,1150,227,Northampton,100%,284,,83
VA,705,124,Radford,100%,654,,240
VA,628,108,Floyd,100%,740,,231
VA,1049,175,King William,100%,330,,112
VA,765,141,Manassas Park,100%,593,,159
VA,1117,178,Martinsville,100%,267,,54
VA,1061,203,Northumberland,100%,178,,90
VA,770,157,Carroll,100%,425,,107
VA,945,130,Buckingham,100%,284,,78
VA,749,95,Tazewell,100%,404,,91
VA,716,130,Colonial Heights,100%,402,,123
VA,756,156,Madison,100%,308,,151
VA,863,149,Middlesex,100%,255,,89
VA,656,114,Wythe,100%,424,,134
VA,977,103,Surry,100%,207,,49
VA,884,119,Nottoway,100%,233,,72
VA,631,144,Poquoson,100%,355,,111
VA,676,133,Rappahannock,100%,330,,124
VA,693,128,Page,100%,325,,116
VA,1014,95,Sussex,100%,146,,21
VA,552,69,Wise,100%,469,,113
VA,848,129,Franklin City,100%,173,,49
VA,874,94,Lunenburg,100%,171,,53
VA,860,102,Charles City,100%,169,,46
VA,852,118,Essex,100%,138,,65
VA,565,106,Lexington,100%,227,,263
VA,629,85,Smyth,100%,315,,80
VA,541,97,Giles,100%,332,,113
VA,765,103,Amelia,100%,171,,46
VA,826,90,Greensville,100%,144,,24
VA,586,103,Alleghany,100%,234,,96
VA,608,133,Mathews,100%,211,,89
VA,550,121,Patrick,100%,252,,87
VA,667,71,Appomattox,100%,220,,57
VA,512,74,Bristol,100%,325,,94
VA,696,62,Cumberland,100%,164,,57
VA,542,66,Russell,100%,291,,45
VA,702,86,Charlotte,100%,127,,43
VA,551,66,King and Queen,100%,136,,47
VA,425,60,Grayson,100%,182,,76
VA,403,65,Buchanan,100%,143,,35
VA,444,54,Richmond,100%,81,,40
VA,324,37,Scott,100%,201,,38
VA,313,32,Dickenson,100%,178,,15
VA,412,53,Emporia,100%,67,,16
VA,308,31,Lee,100%,121,,26
VA,241,29,Covington,100%,86,,27
VA,190,36,Buena Vista,100%,87,,51
VA,187,41,Bath,100%,68,,33
VA,166,33,Craig,100%,95,,40
VA,173,39,Galax,100%,82,,20
VA,139,24,Bland,100%,81,,43
VA,146,10,Highland,100%,74,,38
VA,74,10,Norton,100%,52,,13
VT,1875,761,,100%,8950,Burlington,2302
VT,1591,892,,100%,3284,South Burlington,891
VT,1261,629,,100%,3017,Essex,694
VT,556,175,,100%,2200,Brattleboro,644
VT,806,431,,100%,1878,Colchester,367
VT,560,193,,100%,1728,Montpelier,765
VT,867,379,,100%,1264,Williston,365
VT,840,393,,100%,1365,Rutland,250
VT,790,431,,100%,1051,Shelburne,449
VT,771,198,,100%,1327,Hartford,423
VT,819,229,,100%,1353,Bennington,286
VT,526,238,,100%,947,Middlebury,510
VT,280,82,,100%,1313,Winooski,330
VT,460,189,,100%,1047,Milton,148
VT,408,180,,100%,891,Waterbury,228
VT,551,112,,100%,585,Norwich,409
VT,399,149,,100%,826,Jericho,274
VT,419,153,,100%,840,Springfield,129
VT,328,166,,100%,772,Hinesburg,228
VT,413,191,,100%,622,Charlotte,268
VT,445,166,,100%,720,Barre Town,119
VT,327,114,,100%,774,Richmond,238
VT,427,259,,100%,595,Stowe,147
VT,294,125,,100%,746,Barre,154
VT,286,154,,100%,728,Morristown,131
VT,346,216,,100%,586,St. Albans Town,78
VT,291,132,,100%,621,St. Johnsbury,175
VT,329,169,,100%,486,Woodstock,141
VT,291,140,,100%,588,St. Albans,86
VT,217,67,,100%,667,Rockingham,151
VT,377,147,,100%,431,Manchester,120
VT,280,54,,100%,466,Thetford,222
VT,226,89,,100%,550,Underhill,146
VT,234,107,,100%,568,Fairfax,92
VT,164,76,,100%,598,Bristol,164
VT,187,83,,100%,606,Randolph,112
VT,341,131,,100%,353,Rutland Town,72
VT,221,97,,100%,442,Hartland,145
VT,223,104,,100%,469,Northfield,95
VT,162,50,,100%,540,Westminster,139
VT,157,62,,100%,471,East Montpelier,192
VT,128,27,,100%,514,Putney,175
VT,163,92,,100%,508,Cambridge,65
VT,175,58,,100%,488,Windsor,101
VT,219,120,,100%,420,Georgia,59
VT,200,91,,100%,417,Ferrisburg,89
VT,228,138,,100%,386,Swanton,36
VT,210,97,,100%,396,Brandon,75
VT,208,80,,100%,407,Shaftsbury,79
VT,109,34,,100%,452,Huntington,136
VT,165,98,,100%,351,Waitsfield,93
VT,192,83,,100%,345,Castleton,58
VT,118,80,,100%,394,Vergennes,96
VT,153,63,,100%,383,Monkton,73
VT,180,52,,100%,361,Chester,70
VT,136,34,,100%,364,Dummerston,127
VT,192,98,,100%,293,Derby,52
VT,130,93,,100%,336,Warren,68
VT,103,34,,100%,337,Middlesex,131
VT,96,39,,100%,368,Guilford,99
VT,125,61,,100%,360,Westford,62
VT,150,63,,100%,310,Lyndon,60
VT,200,66,,100%,282,Arlington,52
VT,156,85,,100%,277,South Hero,71
VT,208,108,,100%,208,Dorset,72
VT,124,56,,100%,356,Hyde Park,53
VT,154,79,,100%,295,Newport,48
VT,163,57,,100%,321,Weathersfield,42
VT,110,46,,100%,350,Moretown,71
VT,104,54,,100%,338,Royalton,80
VT,70,35,,100%,408,Johnson,40
VT,141,56,,100%,274,Berlin,73
VT,87,17,,100%,325,Calais,107
VT,127,77,,100%,281,Grand Isle,51
VT,131,58,,100%,276,Pownal,49
VT,143,59,,100%,277,Poultney,48
VT,155,75,,100%,244,Pittsford,44
VT,91,42,,100%,314,Hardwick,59
VT,69,34,,100%,330,Lincoln,78
VT,139,45,,100%,252,Danville,60
VT,98,32,,100%,298,Newfane,76
VT,122,50,,100%,257,New Haven,55
VT,95,53,,100%,243,Fayston,66
VT,129,35,,100%,233,Bradford,56
VT,123,38,,100%,188,Cornwall,107
VT,106,69,,100%,221,Williamstown,42
